x33,y33,z33,x160,y160,z160,x158,y158,z158,x133,y133,z133,x153,y153,z153,x144,y144,z144,x362,y362,z362,x385,y385,z385,x387,y387,z387,x263,y263,z263,x373,y373,z373,x380,y380,z380,x61,y61,z61,x291,y291,z291,x81,y81,z81,x178,y178,z178,x13,y13,z13,x14,y14,z14,x17,y17,z17,x402,y402,z402,label
0.16077974438667297,0.41170984506607056,0.042929358780384064,0.20367750525474548,0.39069217443466187,-0.009656116366386414,0.27564263343811035,0.3861241936683655,-0.023770401254296303,0.354128360748291,0.42358851432800293,0.004563895054161549,0.28985273838043213,0.4344748258590698,-0.008018933236598969,0.21896818280220032,0.4357282221317291,0.006003048736602068,0.6037948131561279,0.4264891743659973,0.0017479169182479382,0.6871989369392395,0.39427489042282104,-0.027835777029395103,0.761876106262207,0.4016147255897522,-0.015425083227455616,0.8025679588317871,0.4245232343673706,0.03618743270635605,0.7406036853790283,0.4408363997936249,0.0003977154556196183,0.6688598394393921,0.4356430172920227,-0.011961359530687332,0.25885438919067383,0.7703484892845154,0.06334187090396881,0.6329024434089661,0.7771474719047546,0.058438848704099655,0.3614959716796875,0.7772907018661499,-0.019574299454689026,0.3619735538959503,0.7822250723838806,-0.013560025952756405,0.44665223360061646,0.7829740047454834,-0.04365701228380203,0.44618162512779236,0.7885689735412598,-0.03706485405564308,0.4460807144641876,0.8380550146102905,-0.039975088089704514,0.5320842266082764,0.7848138809204102,-0.015854641795158386,Awake
0.1610366404056549,0.410488486289978,0.04643142223358154,0.20328447222709656,0.388985812664032,-0.0043202294036746025,0.2726374864578247,0.38340848684310913,-0.017861682921648026,0.3479452133178711,0.41739463806152344,0.00877330731600523,0.2849554419517517,0.4266824722290039,-0.0038726215716451406,0.21719203889369965,0.4281185269355774,0.010010828264057636,0.5972955226898193,0.4163963198661804,0.004730490036308765,0.679582953453064,0.3830726742744446,-0.024051424115896225,0.7510147094726562,0.3879478871822357,-0.012852530926465988,0.7939755916595459,0.40999728441238403,0.03675401210784912,0.7340642213821411,0.4268530011177063,0.00191224436275661,0.6628537774085999,0.42405495047569275,-0.009813300333917141,0.2300550639629364,0.7445326447486877,0.07117211073637009,0.7084193229675293,0.7380918264389038,0.06289032846689224,0.3632865250110626,0.74772047996521,-0.01625426672399044,0.36563509702682495,0.7902922630310059,-0.009811848402023315,0.4792628586292267,0.7507188320159912,-0.043267395347356796,0.476728618144989,0.7984651327133179,-0.03659253194928169,0.47632932662963867,0.8464750051498413,-0.04825625568628311,0.5834754705429077,0.785349428653717,-0.01421609427779913,Awake
0.21292302012443542,0.40662097930908203,0.07397948950529099,0.2503148317337036,0.3884957730770111,0.026975389569997787,0.3127101957798004,0.38069698214530945,0.01393665000796318,0.38358649611473083,0.4041403830051422,0.03677096962928772,0.328572154045105,0.41347992420196533,0.022793684154748917,0.2664170265197754,0.4192081391811371,0.03634374961256981,0.6353046298027039,0.4064784646034241,0.033143408596515656,0.7069501876831055,0.377657949924469,0.008767032995820045,0.7723591923713684,0.38349050283432007,0.019891107454895973,0.8118588328361511,0.40293943881988525,0.06576797366142273,0.7517853379249573,0.41489559412002563,0.029604051262140274,0.6903709769248962,0.4099762737751007,0.01800655759871006,0.3197726011276245,0.7658088803291321,0.015754222869873047,0.6909415125846863,0.7746089100837708,0.010625055059790611,0.41840776801109314,0.7656964063644409,-0.05570562928915024,0.4186294972896576,0.7663151025772095,-0.05403699725866318,0.4982210099697113,0.7703338265419006,-0.0771319791674614,0.4981386959552765,0.7700700759887695,-0.0751657709479332,0.497921884059906,0.8231645822525024,-0.08249646425247192,0.582610547542572,0.7692719101905823,-0.05649588629603386,Awake
0.19819268584251404,0.41415733098983765,0.053683776408433914,0.2344915270805359,0.3965955376625061,0.006602283101528883,0.2987286448478699,0.3909100890159607,-0.006131856236606836,0.37327030301094055,0.4168148934841156,0.017462100833654404,0.3205527067184448,0.426013708114624,0.00411918293684721,0.2564277648925781,0.43082571029663086,0.01723310723900795,0.6294006109237671,0.4109010398387909,0.014718395657837391,0.6996701955795288,0.3800891041755676,-0.010115603916347027,0.764447033405304,0.38290315866470337,0.0011971117928624153,0.8050794005393982,0.40130311250686646,0.04759550467133522,0.7489075660705566,0.4158255159854889,0.012133254669606686,0.68607497215271,0.414962500333786,0.000440731382695958,0.29457229375839233,0.7072276473045349,0.062393415719270706,0.7359796166419983,0.713067352771759,0.05898332595825195,0.4086063504219055,0.7142159342765808,-0.042376965284347534,0.4150109887123108,0.7797734141349792,-0.014066796749830246,0.5173523426055908,0.7228080630302429,-0.07246694713830948,0.5219899415969849,0.7965808510780334,-0.041619110852479935,0.5244667530059814,0.852740466594696,-0.046481285244226456,0.6248091459274292,0.7815393805503845,-0.015114043839275837,Awake
0.19277626276016235,0.4304085969924927,0.0554141104221344,0.231176495552063,0.412685751914978,0.009089702740311623,0.2973049283027649,0.4060792922973633,-0.002738759620115161,0.3720901906490326,0.4279094338417053,0.02111891470849514,0.3172914981842041,0.43769097328186035,0.006722897756844759,0.25226038694381714,0.44393086433410645,0.01909872516989708,0.6224436163902283,0.4134802520275116,0.021585514768958092,0.6919600963592529,0.38301485776901245,-0.0020191341172903776,0.7565059661865234,0.38490134477615356,0.009955191984772682,0.7971757054328918,0.40148329734802246,0.0566629134118557,0.7417128086090088,0.4150274991989136,0.020182769745588303,0.6792101860046387,0.41552475094795227,0.007648112718015909,0.2951214611530304,0.7266766428947449,0.05459100008010864,0.752839207649231,0.7122765183448792,0.05577325075864792,0.4097030460834503,0.7273753881454468,-0.04598686471581459,0.4193713963031769,0.782996416091919,-0.021985186263918877,0.519849956035614,0.7301559448242188,-0.07459872215986252,0.527580976486206,0.7932494282722473,-0.048436909914016724,0.5336836576461792,0.8440098762512207,-0.05782822519540787,0.6346006393432617,0.7768166065216064,-0.02085311897099018,Awake
0.18140941858291626,0.4100760817527771,0.08135417848825455,0.2190505862236023,0.39264822006225586,0.03254378214478493,0.2850930988788605,0.38762009143829346,0.01650167442858219,0.3590902090072632,0.4146955609321594,0.036169279366731644,0.2999843955039978,0.4249986410140991,0.02493826113641262,0.2342919111251831,0.42824724316596985,0.041214779019355774,0.6061599254608154,0.41052281856536865,0.019430624321103096,0.6787855625152588,0.3792925775051117,-0.007712086662650108,0.7459116578102112,0.38238072395324707,0.00034907719236798584,0.7869874238967896,0.4017361104488373,0.04431658983230591,0.7290337681770325,0.41561806201934814,0.010190246626734734,0.6655407547950745,0.4136633276939392,0.0016790464287623763,0.28488361835479736,0.7384108304977417,0.044167812913656235,0.686665415763855,0.7333068251609802,0.02168932370841503,0.3920004665851593,0.7325944900512695,-0.048919472843408585,0.39689159393310547,0.7811901569366455,-0.033246755599975586,0.48738351464271545,0.7340012788772583,-0.07880906015634537,0.49274900555610657,0.7927556037902832,-0.06173095479607582,0.4955408573150635,0.8509379625320435,-0.06741123646497726,0.5829129219055176,0.7794997692108154,-0.043425772339105606,Awake
0.1774183213710785,0.40420061349868774,0.09565901756286621,0.21605220437049866,0.3855557143688202,0.045557666569948196,0.28183454275131226,0.3787815570831299,0.029909245669841766,0.3556055426597595,0.4083847999572754,0.05003039538860321,0.29058393836021423,0.4180844724178314,0.03698699548840523,0.225706547498703,0.4201311767101288,0.052836619317531586,0.604426920413971,0.4041566550731659,0.034380070865154266,0.6766427755355835,0.3674302399158478,0.007448429707437754,0.7472966909408569,0.36752450466156006,0.01575937122106552,0.7929698824882507,0.38525766134262085,0.06118845194578171,0.7419906258583069,0.4071120023727417,0.02382676675915718,0.6731635332107544,0.4101676344871521,0.014971831813454628,0.27641263604164124,0.7573530077934265,0.03609666973352432,0.7129034399986267,0.7427008748054504,0.013051674701273441,0.39141783118247986,0.7547022700309753,-0.05600468069314957,0.39192306995391846,0.755347490310669,-0.05137448385357857,0.4849621653556824,0.7568367123603821,-0.08729099482297897,0.4851781129837036,0.7565650939941406,-0.0827459990978241,0.4850424528121948,0.8177800178527832,-0.10256154090166092,0.5859380960464478,0.7484481930732727,-0.062078144401311874,Awake
0.15825128555297852,0.41753122210502625,0.06134163215756416,0.19698664546012878,0.40045374631881714,0.009261863306164742,0.26819324493408203,0.39444079995155334,-0.00593620166182518,0.3447027802467346,0.4242926836013794,0.019092725589871407,0.28159067034721375,0.4325987994670868,0.0072213755920529366,0.21258237957954407,0.43566441535949707,0.022093677893280983,0.5992721319198608,0.42022064328193665,0.009119859896600246,0.6693212985992432,0.3804093599319458,-0.019674591720104218,0.7398732900619507,0.3793380856513977,-0.009034968912601471,0.7850953936576843,0.39720502495765686,0.039688825607299805,0.7331765294075012,0.41904228925704956,0.003886536229401827,0.6654199957847595,0.4225347638130188,-0.006682919804006815,0.2714152932167053,0.7772501111030579,0.0641016811132431,0.721315324306488,0.7467318177223206,0.05057884380221367,0.3900522291660309,0.7780235409736633,-0.026924744248390198,0.38968026638031006,0.7779127359390259,-0.025419464334845543,0.4881925582885742,0.7776222229003906,-0.05555141717195511,0.48810964822769165,0.7767390608787537,-0.05443207919597626,0.489429235458374,0.8397628664970398,-0.06632493436336517,0.5920426845550537,0.7653287649154663,-0.030839724466204643,Awake
0.1803956925868988,0.40663811564445496,0.08089163154363632,0.21965083479881287,0.38720452785491943,0.030647313222289085,0.2869507074356079,0.38209807872772217,0.016948290169239044,0.3636731505393982,0.4139861464500427,0.04069541022181511,0.29737162590026855,0.42191699147224426,0.02571646310389042,0.23096945881843567,0.4226505160331726,0.03959645330905914,0.620398759841919,0.40654894709587097,0.036325033754110336,0.6943838596343994,0.37059006094932556,0.010561246424913406,0.7647260427474976,0.37225157022476196,0.02193470485508442,0.808426022529602,0.39128607511520386,0.07086987793445587,0.7571415305137634,0.41036367416381836,0.031144073233008385,0.6889241933822632,0.41150781512260437,0.019365204498171806,0.28674864768981934,0.7752823233604431,0.029069799929857254,0.7212064266204834,0.7541871070861816,0.022366642951965332,0.40605682134628296,0.7723075151443481,-0.05643690004944801,0.40659451484680176,0.7727355360984802,-0.0546000599861145,0.5015923380851746,0.7726317644119263,-0.08314596861600876,0.5019969940185547,0.7720876932144165,-0.08171060681343079,0.502473771572113,0.835055947303772,-0.09858168661594391,0.600259006023407,0.762928307056427,-0.05781099200248718,Awake
0.19328951835632324,0.39428526163101196,0.06833653151988983,0.23532027006149292,0.3739641308784485,0.02089247666299343,0.3051062822341919,0.37020963430404663,0.009527681395411491,0.38161522150039673,0.4056658148765564,0.03419996425509453,0.31147846579551697,0.41267627477645874,0.017526691779494286,0.2428455948829651,0.41165661811828613,0.029001442715525627,0.6362552642822266,0.40210026502609253,0.03873925656080246,0.7124284505844116,0.3706238865852356,0.0158374086022377,0.7834806442260742,0.3747728765010834,0.029005790129303932,0.8252769708633423,0.3938383162021637,0.07788079231977463,0.7739620208740234,0.4131108522415161,0.03697711601853371,0.7052831649780273,0.41148895025253296,0.02346496656537056,0.291952908039093,0.7621355056762695,0.02953251264989376,0.7286868095397949,0.7562265396118164,0.03471297770738602,0.4122035503387451,0.7405115365982056,-0.061016637831926346,0.4108964502811432,0.7799480557441711,-0.04855464771389961,0.5114355683326721,0.7381627559661865,-0.08706532418727875,0.509437620639801,0.7845892906188965,-0.07384948432445526,0.5074687600135803,0.8476884365081787,-0.08862613141536713,0.6076211333274841,0.7761685848236084,-0.046449992805719376,Awake
